episode,steps,X,Y,yaw,steer,throttle,action,reward,done,all_wheels_on_track,progress,closest_waypoint,track_len,tstamp,episode_status,pause_duration
0,1.0,5.95913751218184,-1.6829093658029897,121.70824745053389,30.0,1.0,8,0.0,False,True,0.30506709765074946,0,45.933328898930526,16.583,prepare,0.0
0,2.0,5.959220544694952,-1.6830079075682312,121.70506156222629,-30.0,1.0,2,0.15239478974847337,False,True,0.30478957949694674,0,45.933328898930526,16.651,in_progress,0.0
0,3.0,5.9539922888637875,-1.6751135444001104,121.74854978398648,0.0,1.0,5,0.10846440711405597,False,True,0.3253932213421679,0,45.933328898930526,16.72,in_progress,0.0
0,4.0,5.9429178777201415,-1.6536086336037679,121.2492351844197,30.0,0.6666666666666666,7,0.09447370942757102,False,True,0.3778948377102841,0,45.933328898930526,16.789,in_progress,0.0
0,5.0,5.921188335955353,-1.6239592682314201,121.97157893411755,0.0,0.6666666666666666,4,0.0915344949338528,False,True,0.457672474669264,0,45.933328898930526,16.846,in_progress,0.0
0,6.0,5.893466702403401,-1.5886424532395595,123.08899808891115,-30.0,1.0,2,0.09246717807100102,False,True,0.5548030684260061,0,45.933328898930526,16.923000000000002,in_progress,0.0
0,7.0,5.8658350127385726,-1.545142949228203,122.88658988899309,-30.0,0.3333333333333333,0,0.09528378684126164,False,True,0.6669865078888315,1,45.933328898930526,16.984,in_progress,0.0
0,8.0,5.840006802330721,-1.496517957609114,121.73736730535549,0.0,0.6666666666666666,4,0.09832497293926046,False,True,0.7865997835140837,1,45.933328898930526,17.036,in_progress,0.0
0,9.0,5.81936329972336,-1.4534453471139661,120.53448474937508,0.0,0.3333333333333333,3,0.09888855539850822,False,True,0.889996998586574,1,45.933328898930526,17.126,in_progress,0.0
0,10.0,5.800007263343999,-1.414074590385154,119.74353488941802,-30.0,0.6666666666666666,1,0.09850646840636187,False,True,0.9850646840636187,1,45.933328898930526,17.188,in_progress,0.0
0,11.0,5.781513538039759,-1.3742975209230948,118.89107760184308,-30.0,0.6666666666666666,1,0.09817257423568514,False,True,1.0798983165925364,1,45.933328898930526,17.258,in_progress,0.0
0,12.0,5.766492883404549,-1.33248746590051,117.25415709910797,-30.0,1.0,2,0.09787697261650806,False,True,1.1745236713980967,1,45.933328898930526,17.32,in_progress,0.0
0,13.0,5.755676123802456,-1.2799241177630911,113.91714500894223,30.0,0.3333333333333333,6,0.09878893018550156,False,True,1.2842560924115203,1,45.933328898930526,17.383,in_progress,0.0
0,14.0,5.746714170241897,-1.231473252862516,111.01789766352775,30.0,0.3333333333333333,6,0.0995496927749819,False,True,1.3936956988497464,1,45.933328898930526,17.445,in_progress,0.0
0,15.0,5.73636567686202,-1.1938050561100841,110.08225813696924,-30.0,0.6666666666666666,1,0.09846191998241927,False,True,1.476928799736289,1,45.933328898930526,17.522,in_progress,0.0
0,16.0,5.728266995353315,-1.163704480831344,109.35870979996994,0.0,0.6666666666666666,4,0.09645438714549992,False,True,1.5432701943279987,1,45.933328898930526,17.583,in_progress,0.0
0,17.0,5.717846030320837,-1.123573325573166,108.51010263811088,30.0,0.3333333333333333,6,0.0959614194045731,False,True,1.6313441298777427,1,45.933328898930526,17.646,in_progress,0.0
0,18.0,5.706320509684716,-1.0906169437928874,108.59566526376172,-30.0,0.6666666666666666,1,0.0948125575067254,False,True,1.7066260351210571,1,45.933328898930526,17.721,in_progress,0.0
0,19.0,5.696895204596489,-1.0569114416399314,108.0872193824542,0.0,0.3333333333333333,3,0.09375093321954883,False,True,1.7812677311714278,1,45.933328898930526,17.789,in_progress,0.0
0,20.0,5.686326915288548,-1.0207947480453805,107.81602199428468,0.0,0.6666666666666666,4,0.09308578294266201,False,True,1.8617156588532402,1,45.933328898930526,17.85,in_progress,0.0
0,21.0,5.673850892957556,-0.9765871203884452,107.42360478390367,0.0,0.3333333333333333,3,0.09332038070270607,False,True,1.9597279947568276,1,45.933328898930526,17.923000000000002,in_progress,0.0
0,22.0,5.664009283846438,-0.9421547113826702,107.18816601255003,30.0,0.3333333333333333,6,0.09255415937567552,False,True,2.0361915062648612,2,45.933328898930526,17.981,in_progress,0.0
0,23.0,5.652778720020558,-0.91081255024783,107.5314725793453,-30.0,1.0,2,0.09165453928691125,False,True,2.108054403598959,2,45.933328898930526,18.042,in_progress,0.0
0,24.0,5.637780618291538,-0.8711740217780144,108.08988221241411,0.0,0.6666666666666666,4,0.09165544909228268,False,True,2.1997307782147844,2,45.933328898930526,18.12,in_progress,0.0
0,25.0,5.624770644495226,-0.831271335694683,108.06898032622321,30.0,0.3333333333333333,6,0.09159758207183329,False,True,2.289939551795832,2,45.933328898930526,18.181,in_progress,0.0
0,26.0,5.608175020721469,-0.7900387367130601,108.76790189462984,0.0,1.0,5,0.09178048232361434,False,True,2.3862925404139728,2,45.933328898930526,18.21,in_progress,0.0
0,27.0,5.589440299311313,-0.7470489620702099,109.69026727950725,0.0,1.0,5,0.09215470537903328,False,True,2.4881770452338987,2,45.933328898930526,18.319,in_progress,0.0
0,28.0,5.564538632058342,-0.6964693472817782,111.15110176555193,30.0,0.6666666666666666,7,0.09324626895622387,False,True,2.6108955307742683,2,45.933328898930526,18.391,in_progress,0.0
0,29.0,5.536878049934013,-0.6486047348166178,113.09766789635414,0.0,1.0,5,0.09381083271997283,False,True,2.720514148879212,2,45.933328898930526,18.457,in_progress,0.0
0,30.0,5.5092563902423795,-0.6005204945466434,114.54398050979066,30.0,1.0,8,0.09470776307154015,False,True,2.8412328921462047,2,45.933328898930526,18.517,in_progress,0.0
